item_id,dim_code,n_passes,mode,mean,min,max
sciver_test_475,MCr,1,2,2,2,2
sciver_test_475,QLl,1,3,3,3,3
sciver_test_475,QLq,1,3,3,3,3
sciver_test_475,VO,1,2,2,2,2
sciver_test_476,AS,1,2,2,2,2
sciver_test_476,AT,1,3,3,3,3
sciver_test_476,MCr,1,1,1,1,1
sciver_test_476,QLl,1,3,3,3,3
sciver_test_476,QLq,1,3,3,3,3
sciver_test_476,VO,1,2,2,2,2
sciver_test_477,AS,1,2,2,2,2
sciver_test_477,AT,1,3,3,3,3
sciver_test_477,MCr,1,2,2,2,2
sciver_test_477,QLl,1,3,3,3,3
sciver_test_477,QLq,1,3,3,3,3
sciver_test_477,VO,1,2,2,2,2
sciver_test_48,AS,1,3,3,3,3
sciver_test_48,AT,1,3,3,3,3
sciver_test_48,MCr,1,3,3,3,3
sciver_test_48,QLl,1,2,2,2,2
sciver_test_48,QLq,1,3,3,3,3
sciver_test_48,VO,1,2,2,2,2
sciver_test_481,AS,1,3,3,3,3
sciver_test_481,AT,1,4,4,4,4
sciver_test_481,MCr,1,3,3,3,3
sciver_test_481,QLl,1,3,3,3,3
sciver_test_481,QLq,1,3,3,3,3
sciver_test_481,VO,1,2,2,2,2
sciver_test_483,AS,1,4,4,4,4
sciver_test_483,AT,1,4,4,4,4
sciver_test_483,MCr,1,3,3,3,3
sciver_test_483,QLl,1,3,3,3,3
sciver_test_483,QLq,1,3,3,3,3
sciver_test_483,VO,1,2,2,2,2
sciver_test_484,AS,1,3,3,3,3
sciver_test_484,AT,1,4,4,4,4
sciver_test_484,MCr,1,4,4,4,4
sciver_test_484,QLl,1,3,3,3,3
sciver_test_484,QLq,1,3,3,3,3
sciver_test_484,VO,1,2,2,2,2
sciver_test_487,AS,1,2,2,2,2
sciver_test_487,AT,1,3,3,3,3
sciver_test_487,MCr,1,2,2,2,2
sciver_test_487,QLl,1,2,2,2,2
sciver_test_487,QLq,1,3,3,3,3
sciver_test_487,VO,1,1,1,1,1
sciver_test_488,AS,1,3,3,3,3
sciver_test_488,AT,1,3,3,3,3
sciver_test_488,MCr,1,3,3,3,3
sciver_test_488,QLl,1,3,3,3,3
sciver_test_488,QLq,1,1,1,1,1
sciver_test_488,VO,1,2,2,2,2
sciver_test_489,AS,1,2,2,2,2
sciver_test_489,AT,1,3,3,3,3
sciver_test_489,MCr,1,2,2,2,2
sciver_test_489,QLl,1,1,1,1,1
sciver_test_489,QLq,1,1,1,1,1
sciver_test_489,VO,1,1,1,1,1
sciver_test_49,AS,1,3,3,3,3
sciver_test_49,AT,1,4,4,4,4
sciver_test_49,MCr,1,3,3,3,3
sciver_test_49,QLl,1,3,3,3,3
sciver_test_49,QLq,1,3,3,3,3
sciver_test_49,VO,1,2,2,2,2
sciver_test_491,AS,1,3,3,3,3
sciver_test_491,AT,1,3,3,3,3
sciver_test_491,MCr,1,2,2,2,2
sciver_test_491,QLl,1,1,1,1,1
sciver_test_491,QLq,1,1,1,1,1
sciver_test_491,VO,1,1,1,1,1
sciver_test_493,AS,1,2,2,2,2
sciver_test_493,AT,1,3,3,3,3
sciver_test_493,MCr,1,2,2,2,2
sciver_test_493,QLl,1,2,2,2,2
sciver_test_493,QLq,1,3,3,3,3
sciver_test_493,VO,1,2,2,2,2
sciver_test_494,AS,1,3,3,3,3
sciver_test_494,AT,1,3,3,3,3
sciver_test_494,MCr,1,3,3,3,3
sciver_test_494,QLl,1,2,2,2,2
sciver_test_494,QLq,1,2,2,2,2
sciver_test_494,VO,1,2,2,2,2
sciver_test_495,AS,1,3,3,3,3
sciver_test_495,AT,1,3,3,3,3
sciver_test_495,MCr,1,2,2,2,2
sciver_test_495,QLl,1,1,1,1,1
sciver_test_495,QLq,1,2,2,2,2
sciver_test_495,VO,1,2,2,2,2
sciver_test_496,AS,1,3,3,3,3
sciver_test_496,AT,1,3,3,3,3
sciver_test_496,MCr,1,2,2,2,2
sciver_test_496,QLl,1,1,1,1,1
sciver_test_496,QLq,1,2,2,2,2
sciver_test_496,VO,1,2,2,2,2
sciver_test_499,AS,1,2,2,2,2
sciver_test_499,AT,1,3,3,3,3
sciver_test_499,MCr,1,1,1,1,1
sciver_test_499,QLl,1,1,1,1,1
sciver_test_499,QLq,1,1,1,1,1
sciver_test_499,VO,1,1,1,1,1
sciver_test_5,AS,1,3,3,3,3
sciver_test_5,AT,1,3,3,3,3
sciver_test_5,MCr,1,1,1,1,1
sciver_test_5,QLl,1,1,1,1,1
sciver_test_5,QLq,1,2,2,2,2
sciver_test_5,VO,1,2,2,2,2
sciver_test_500,AS,1,2,2,2,2
sciver_test_500,AT,1,3,3,3,3
sciver_test_500,MCr,1,1,1,1,1
sciver_test_500,QLl,1,1,1,1,1
sciver_test_500,QLq,1,2,2,2,2
sciver_test_500,VO,1,1,1,1,1
sciver_test_501,AS,1,3,3,3,3
sciver_test_501,AT,1,3,3,3,3
sciver_test_501,MCr,1,2,2,2,2
sciver_test_501,QLl,1,2,2,2,2
sciver_test_501,QLq,1,2,2,2,2
sciver_test_501,VO,1,1,1,1,1
sciver_test_503,AS,1,3,3,3,3
sciver_test_503,AT,1,3,3,3,3
sciver_test_503,MCr,1,2,2,2,2
sciver_test_503,QLl,1,1,1,1,1
sciver_test_503,QLq,1,2,2,2,2
sciver_test_503,VO,1,1,1,1,1
sciver_test_504,AS,1,2,2,2,2
sciver_test_504,AT,1,3,3,3,3
sciver_test_504,MCr,1,3,3,3,3
sciver_test_504,QLl,1,2,2,2,2
sciver_test_504,QLq,1,2,2,2,2
sciver_test_504,VO,1,1,1,1,1
sciver_test_505,AS,1,3,3,3,3
sciver_test_505,AT,1,3,3,3,3
sciver_test_505,MCr,1,2,2,2,2
sciver_test_505,QLl,1,2,2,2,2
sciver_test_505,QLq,1,2,2,2,2
sciver_test_505,VO,1,2,2,2,2
sciver_test_506,AS,1,3,3,3,3
sciver_test_506,AT,1,3,3,3,3
sciver_test_506,MCr,1,2,2,2,2
sciver_test_506,QLl,1,2,2,2,2
sciver_test_506,QLq,1,2,2,2,2
sciver_test_506,VO,1,2,2,2,2
sciver_test_507,AS,1,3,3,3,3
sciver_test_507,AT,1,3,3,3,3
sciver_test_507,MCr,1,2,2,2,2
sciver_test_507,QLl,1,1,1,1,1
sciver_test_507,QLq,1,2,2,2,2
sciver_test_507,VO,1,1,1,1,1
sciver_test_508,AS,1,3,3,3,3
sciver_test_508,AT,1,3,3,3,3
sciver_test_508,MCr,1,1,1,1,1
sciver_test_508,QLl,1,2,2,2,2
sciver_test_508,QLq,1,2,2,2,2
sciver_test_508,VO,1,1,1,1,1
sciver_test_51,AS,1,3,3,3,3
sciver_test_51,AT,1,3,3,3,3
sciver_test_51,MCr,1,3,3,3,3
sciver_test_51,QLl,1,2,2,2,2
sciver_test_51,QLq,1,1,1,1,1
sciver_test_51,VO,1,2,2,2,2
sciver_test_511,AS,1,3,3,3,3
sciver_test_511,AT,1,3,3,3,3
sciver_test_511,MCr,1,3,3,3,3
sciver_test_511,QLl,1,2,2,2,2
sciver_test_511,QLq,1,3,3,3,3
sciver_test_511,VO,1,2,2,2,2
sciver_test_513,AS,1,2,2,2,2
sciver_test_513,AT,1,3,3,3,3
sciver_test_513,MCr,1,2,2,2,2
sciver_test_513,QLl,1,1,1,1,1
sciver_test_513,QLq,1,2,2,2,2
sciver_test_513,VO,1,1,1,1,1
sciver_test_514,AS,1,3,3,3,3
sciver_test_514,AT,1,3,3,3,3
sciver_test_514,MCr,1,2,2,2,2
sciver_test_514,QLl,1,1,1,1,1
sciver_test_514,QLq,1,2,2,2,2
sciver_test_514,VO,1,1,1,1,1
sciver_test_515,AS,1,3,3,3,3
sciver_test_515,AT,1,3,3,3,3
sciver_test_515,MCr,1,2,2,2,2
sciver_test_515,QLl,1,1,1,1,1
sciver_test_515,QLq,1,2,2,2,2
sciver_test_515,VO,1,2,2,2,2
sciver_test_517,AS,1,3,3,3,3
sciver_test_517,AT,1,3,3,3,3
sciver_test_517,MCr,1,2,2,2,2
sciver_test_517,QLl,1,2,2,2,2
sciver_test_517,QLq,1,2,2,2,2
sciver_test_517,VO,1,2,2,2,2
sciver_test_518,AS,1,3,3,3,3
sciver_test_518,AT,1,3,3,3,3
sciver_test_518,MCr,1,2,2,2,2
sciver_test_518,QLl,1,1,1,1,1
sciver_test_518,QLq,1,2,2,2,2
sciver_test_518,VO,1,1,1,1,1
sciver_test_519,AS,1,3,3,3,3
sciver_test_519,AT,1,3,3,3,3
sciver_test_519,MCr,1,3,3,3,3
sciver_test_519,QLl,1,2,2,2,2
sciver_test_519,QLq,1,2,2,2,2
sciver_test_519,VO,1,2,2,2,2
sciver_test_520,AS,1,2,2,2,2
sciver_test_520,AT,1,3,3,3,3
sciver_test_520,MCr,1,3,3,3,3
sciver_test_520,QLl,1,2,2,2,2
sciver_test_520,QLq,1,3,3,3,3
sciver_test_520,VO,1,2,2,2,2
sciver_test_522,AS,1,3,3,3,3
sciver_test_522,AT,1,3,3,3,3
sciver_test_522,MCr,1,2,2,2,2
sciver_test_522,QLl,1,2,2,2,2
sciver_test_522,QLq,1,2,2,2,2
sciver_test_522,VO,1,1,1,1,1
sciver_test_523,AS,1,3,3,3,3
sciver_test_523,AT,1,3,3,3,3
sciver_test_523,MCr,1,2,2,2,2
sciver_test_523,QLl,1,1,1,1,1
sciver_test_523,QLq,1,2,2,2,2
sciver_test_523,VO,1,1,1,1,1
sciver_test_524,AS,1,3,3,3,3
sciver_test_524,AT,1,3,3,3,3
sciver_test_524,MCr,1,3,3,3,3
sciver_test_524,QLl,1,2,2,2,2
sciver_test_524,QLq,1,2,2,2,2
sciver_test_524,VO,1,2,2,2,2
sciver_test_525,AS,1,3,3,3,3
sciver_test_525,AT,1,3,3,3,3
sciver_test_525,MCr,1,3,3,3,3
sciver_test_525,QLl,1,2,2,2,2
sciver_test_525,QLq,1,1,1,1,1
sciver_test_525,VO,1,1,1,1,1
sciver_test_527,AS,1,2,2,2,2
sciver_test_527,AT,1,3,3,3,3
sciver_test_527,MCr,1,2,2,2,2
sciver_test_527,QLl,1,1,1,1,1
sciver_test_527,QLq,1,2,2,2,2
sciver_test_527,VO,1,1,1,1,1
sciver_test_529,AS,1,2,2,2,2
sciver_test_529,AT,1,3,3,3,3
sciver_test_529,MCr,1,2,2,2,2
sciver_test_529,QLl,1,1,1,1,1
sciver_test_529,QLq,1,2,2,2,2
sciver_test_529,VO,1,1,1,1,1
sciver_test_53,AS,1,3,3,3,3
sciver_test_53,AT,1,4,4,4,4
sciver_test_53,MCr,1,3,3,3,3
sciver_test_53,QLl,1,3,3,3,3
sciver_test_53,QLq,1,3,3,3,3
sciver_test_53,VO,1,2,2,2,2
sciver_test_530,AS,1,2,2,2,2
sciver_test_530,AT,1,2,2,2,2
sciver_test_530,MCr,1,2,2,2,2
sciver_test_530,QLl,1,1,1,1,1
sciver_test_530,QLq,1,2,2,2,2
sciver_test_530,VO,1,1,1,1,1
sciver_test_531,AS,1,3,3,3,3
sciver_test_531,AT,1,3,3,3,3
sciver_test_531,MCr,1,1,1,1,1
sciver_test_531,QLl,1,1,1,1,1
sciver_test_531,QLq,1,2,2,2,2
sciver_test_531,VO,1,1,1,1,1
sciver_test_532,AS,1,2,2,2,2
sciver_test_532,AT,1,3,3,3,3
sciver_test_532,MCr,1,2,2,2,2
sciver_test_532,QLl,1,1,1,1,1
sciver_test_532,QLq,1,2,2,2,2
sciver_test_532,VO,1,1,1,1,1
sciver_test_537,AS,1,3,3,3,3
sciver_test_537,AT,1,3,3,3,3
sciver_test_537,MCr,1,2,2,2,2
sciver_test_537,QLl,1,2,2,2,2
sciver_test_537,QLq,1,3,3,3,3
sciver_test_537,VO,1,1,1,1,1
sciver_test_538,AS,1,2,2,2,2
sciver_test_538,AT,1,3,3,3,3
sciver_test_538,MCr,1,1,1,1,1
sciver_test_538,QLl,1,1,1,1,1
sciver_test_538,QLq,1,2,2,2,2
sciver_test_538,VO,1,1,1,1,1
sciver_test_539,AS,1,2,2,2,2
sciver_test_539,AT,1,3,3,3,3
sciver_test_539,MCr,1,2,2,2,2
sciver_test_539,QLl,1,2,2,2,2
sciver_test_539,QLq,1,3,3,3,3
sciver_test_539,VO,1,1,1,1,1
sciver_test_540,AS,1,2,2,2,2
sciver_test_540,AT,1,3,3,3,3
sciver_test_540,MCr,1,2,2,2,2
sciver_test_540,QLl,1,1,1,1,1
sciver_test_540,QLq,1,2,2,2,2
sciver_test_540,VO,1,2,2,2,2
sciver_test_541,AS,1,3,3,3,3
sciver_test_541,AT,1,3,3,3,3
sciver_test_541,MCr,1,3,3,3,3
sciver_test_541,QLl,1,3,3,3,3
sciver_test_541,QLq,1,3,3,3,3
sciver_test_541,VO,1,2,2,2,2
sciver_test_542,AS,1,2,2,2,2
sciver_test_542,AT,1,3,3,3,3
sciver_test_542,MCr,1,2,2,2,2
sciver_test_542,QLl,1,1,1,1,1
sciver_test_542,QLq,1,2,2,2,2
sciver_test_542,VO,1,2,2,2,2
sciver_test_544,AS,1,3,3,3,3
sciver_test_544,AT,1,3,3,3,3
sciver_test_544,MCr,1,1,1,1,1
sciver_test_544,QLl,1,1,1,1,1
sciver_test_544,QLq,1,2,2,2,2
sciver_test_544,VO,1,2,2,2,2
sciver_test_546,AS,1,3,3,3,3
sciver_test_546,AT,1,3,3,3,3
sciver_test_546,MCr,1,2,2,2,2
sciver_test_546,QLl,1,2,2,2,2
sciver_test_546,QLq,1,3,3,3,3
sciver_test_546,VO,1,2,2,2,2
sciver_test_547,AS,1,3,3,3,3
sciver_test_547,AT,1,3,3,3,3
sciver_test_547,MCr,1,2,2,2,2
sciver_test_547,QLl,1,1,1,1,1
sciver_test_547,QLq,1,2,2,2,2
sciver_test_547,VO,1,1,1,1,1
sciver_test_549,AS,1,3,3,3,3
sciver_test_549,AT,1,3,3,3,3
sciver_test_549,MCr,1,2,2,2,2
sciver_test_549,QLl,1,1,1,1,1
sciver_test_549,QLq,1,2,2,2,2
sciver_test_549,VO,1,2,2,2,2
sciver_test_55,AS,1,2,2,2,2
sciver_test_55,AT,1,4,4,4,4
sciver_test_55,MCr,1,3,3,3,3
sciver_test_55,QLl,1,3,3,3,3
sciver_test_55,QLq,1,2,2,2,2
sciver_test_55,VO,1,1,1,1,1
sciver_test_550,AS,1,2,2,2,2
sciver_test_550,AT,1,3,3,3,3
sciver_test_550,MCr,1,2,2,2,2
sciver_test_550,QLl,1,1,1,1,1
sciver_test_550,QLq,1,2,2,2,2
sciver_test_550,VO,1,1,1,1,1
sciver_test_555,AS,1,3,3,3,3
sciver_test_555,AT,1,3,3,3,3
sciver_test_555,MCr,1,2,2,2,2
sciver_test_555,QLl,1,1,1,1,1
sciver_test_555,QLq,1,2,2,2,2
sciver_test_555,VO,1,2,2,2,2
sciver_test_556,AS,1,3,3,3,3
sciver_test_556,AT,1,3,3,3,3
sciver_test_556,MCr,1,2,2,2,2
sciver_test_556,QLl,1,1,1,1,1
sciver_test_556,QLq,1,2,2,2,2
sciver_test_556,VO,1,1,1,1,1
sciver_test_558,AS,1,2,2,2,2
sciver_test_558,AT,1,3,3,3,3
sciver_test_558,MCr,1,2,2,2,2
sciver_test_558,QLl,1,3,3,3,3
sciver_test_558,QLq,1,2,2,2,2
sciver_test_558,VO,1,2,2,2,2
sciver_test_562,AS,1,2,2,2,2
sciver_test_562,AT,1,3,3,3,3
sciver_test_562,MCr,1,1,1,1,1
sciver_test_562,QLl,1,1,1,1,1
sciver_test_562,QLq,1,2,2,2,2
sciver_test_562,VO,1,1,1,1,1
sciver_test_563,AS,1,3,3,3,3
sciver_test_563,AT,1,3,3,3,3
sciver_test_563,MCr,1,2,2,2,2
sciver_test_563,QLl,1,1,1,1,1
sciver_test_563,QLq,1,2,2,2,2
sciver_test_563,VO,1,1,1,1,1
sciver_test_564,AS,1,3,3,3,3
sciver_test_564,AT,1,3,3,3,3
sciver_test_564,MCr,1,2,2,2,2
sciver_test_564,QLl,1,1,1,1,1
sciver_test_564,QLq,1,3,3,3,3
sciver_test_564,VO,1,1,1,1,1
sciver_test_565,AS,1,3,3,3,3
sciver_test_565,AT,1,3,3,3,3
sciver_test_565,MCr,1,2,2,2,2
sciver_test_565,QLl,1,1,1,1,1
sciver_test_565,QLq,1,3,3,3,3
sciver_test_565,VO,1,2,2,2,2
sciver_test_57,AS,1,3,3,3,3
sciver_test_57,AT,1,3,3,3,3
sciver_test_57,MCr,1,3,3,3,3
sciver_test_57,QLl,1,3,3,3,3
sciver_test_57,QLq,1,3,3,3,3
sciver_test_57,VO,1,2,2,2,2
sciver_test_571,AS,1,3,3,3,3
sciver_test_571,AT,1,3,3,3,3
sciver_test_571,MCr,1,3,3,3,3
sciver_test_571,QLl,1,3,3,3,3
sciver_test_571,QLq,1,2,2,2,2
sciver_test_571,VO,1,2,2,2,2
sciver_test_573,AS,1,2,2,2,2
sciver_test_573,AT,1,3,3,3,3
sciver_test_573,MCr,1,2,2,2,2
sciver_test_573,QLl,1,1,1,1,1
sciver_test_573,QLq,1,2,2,2,2
sciver_test_573,VO,1,2,2,2,2
sciver_test_576,AS,1,3,3,3,3
sciver_test_576,AT,1,3,3,3,3
sciver_test_576,MCr,1,2,2,2,2
sciver_test_576,QLl,1,2,2,2,2
sciver_test_576,QLq,1,3,3,3,3
sciver_test_576,VO,1,1,1,1,1
sciver_test_577,AS,1,2,2,2,2
sciver_test_577,AT,1,3,3,3,3
sciver_test_577,MCr,1,2,2,2,2
sciver_test_577,QLl,1,1,1,1,1
sciver_test_577,QLq,1,2,2,2,2
sciver_test_577,VO,1,1,1,1,1
sciver_test_578,AS,1,3,3,3,3
sciver_test_578,AT,1,3,3,3,3
sciver_test_578,MCr,1,2,2,2,2
sciver_test_578,QLl,1,3,3,3,3
sciver_test_578,QLq,1,3,3,3,3
sciver_test_578,VO,1,2,2,2,2
sciver_test_579,AS,1,3,3,3,3
sciver_test_579,AT,1,3,3,3,3
sciver_test_579,MCr,1,1,1,1,1
sciver_test_579,QLl,1,1,1,1,1
sciver_test_579,QLq,1,1,1,1,1
sciver_test_579,VO,1,1,1,1,1
sciver_test_58,AS,1,3,3,3,3
sciver_test_58,AT,1,4,4,4,4
sciver_test_58,MCr,1,4,4,4,4
sciver_test_58,QLl,1,3,3,3,3
sciver_test_58,QLq,1,3,3,3,3
sciver_test_58,VO,1,2,2,2,2
sciver_test_580,AS,1,2,2,2,2
sciver_test_580,AT,1,3,3,3,3
sciver_test_580,MCr,1,2,2,2,2
sciver_test_580,QLl,1,3,3,3,3
sciver_test_580,QLq,1,3,3,3,3
sciver_test_580,VO,1,2,2,2,2
sciver_test_581,AS,1,3,3,3,3
sciver_test_581,AT,1,3,3,3,3
sciver_test_581,MCr,1,1,1,1,1
sciver_test_581,QLl,1,2,2,2,2
sciver_test_581,QLq,1,2,2,2,2
sciver_test_581,VO,1,2,2,2,2
sciver_test_583,AS,1,3,3,3,3
sciver_test_583,AT,1,3,3,3,3
sciver_test_583,MCr,1,2,2,2,2
sciver_test_583,QLl,1,2,2,2,2
sciver_test_583,QLq,1,2,2,2,2
sciver_test_583,VO,1,1,1,1,1
sciver_test_584,AS,1,3,3,3,3
sciver_test_584,AT,1,3,3,3,3
sciver_test_584,MCr,1,2,2,2,2
sciver_test_584,QLl,1,2,2,2,2
sciver_test_584,QLq,1,3,3,3,3
sciver_test_584,VO,1,1,1,1,1
sciver_test_585,AS,1,3,3,3,3
sciver_test_585,AT,1,3,3,3,3
sciver_test_585,MCr,1,3,3,3,3
sciver_test_585,QLl,1,2,2,2,2
sciver_test_585,QLq,1,2,2,2,2
sciver_test_585,VO,1,2,2,2,2
sciver_test_586,AS,1,3,3,3,3
sciver_test_586,AT,1,3,3,3,3
sciver_test_586,MCr,1,2,2,2,2
sciver_test_586,QLl,1,1,1,1,1
sciver_test_586,QLq,1,2,2,2,2
sciver_test_586,VO,1,1,1,1,1
sciver_test_588,AS,1,2,2,2,2
sciver_test_588,AT,1,3,3,3,3
sciver_test_588,MCr,1,1,1,1,1
sciver_test_588,QLl,1,2,2,2,2
sciver_test_588,QLq,1,3,3,3,3
sciver_test_588,VO,1,1,1,1,1
sciver_test_59,AS,1,3,3,3,3
sciver_test_59,AT,1,3,3,3,3
sciver_test_59,MCr,1,2,2,2,2
sciver_test_59,QLl,1,1,1,1,1
sciver_test_59,QLq,1,2,2,2,2
sciver_test_59,VO,1,2,2,2,2
sciver_test_591,AS,1,3,3,3,3
sciver_test_591,AT,1,3,3,3,3
sciver_test_591,MCr,1,1,1,1,1
sciver_test_591,QLl,1,1,1,1,1
sciver_test_591,QLq,1,2,2,2,2
sciver_test_591,VO,1,1,1,1,1
sciver_test_593,AS,1,3,3,3,3
sciver_test_593,AT,1,3,3,3,3
sciver_test_593,MCr,1,3,3,3,3
sciver_test_593,QLl,1,3,3,3,3
sciver_test_593,QLq,1,3,3,3,3
sciver_test_593,VO,1,2,2,2,2
sciver_test_598,AS,1,2,2,2,2
sciver_test_598,AT,1,3,3,3,3
sciver_test_598,MCr,1,1,1,1,1
sciver_test_598,QLl,1,1,1,1,1
sciver_test_598,QLq,1,2,2,2,2
sciver_test_598,VO,1,1,1,1,1
sciver_test_599,AS,1,3,3,3,3
sciver_test_599,AT,1,3,3,3,3
sciver_test_599,MCr,1,2,2,2,2
sciver_test_599,QLl,1,1,1,1,1
sciver_test_599,QLq,1,2,2,2,2
sciver_test_599,VO,1,1,1,1,1
sciver_test_604,AS,1,2,2,2,2
sciver_test_604,AT,1,3,3,3,3
sciver_test_604,MCr,1,2,2,2,2
sciver_test_604,QLl,1,1,1,1,1
sciver_test_604,QLq,1,2,2,2,2
sciver_test_604,VO,1,1,1,1,1
sciver_test_605,AS,1,3,3,3,3
sciver_test_605,AT,1,3,3,3,3
sciver_test_605,MCr,1,2,2,2,2
sciver_test_605,QLl,1,1,1,1,1
sciver_test_605,QLq,1,2,2,2,2
sciver_test_605,VO,1,2,2,2,2
sciver_test_606,AS,1,3,3,3,3
sciver_test_606,AT,1,3,3,3,3
sciver_test_606,MCr,1,3,3,3,3
sciver_test_606,QLl,1,3,3,3,3
sciver_test_606,QLq,1,3,3,3,3
sciver_test_606,VO,1,2,2,2,2
sciver_test_608,AS,1,3,3,3,3
sciver_test_608,AT,1,3,3,3,3
sciver_test_608,MCr,1,2,2,2,2
sciver_test_608,QLl,1,2,2,2,2
sciver_test_608,QLq,1,2,2,2,2
sciver_test_608,VO,1,2,2,2,2
sciver_test_609,AS,1,3,3,3,3
sciver_test_609,AT,1,3,3,3,3
sciver_test_609,MCr,1,3,3,3,3
sciver_test_609,QLl,1,2,2,2,2
sciver_test_609,QLq,1,2,2,2,2
sciver_test_609,VO,1,1,1,1,1
sciver_test_612,AS,1,3,3,3,3
sciver_test_612,AT,1,3,3,3,3
sciver_test_612,MCr,1,3,3,3,3
sciver_test_612,QLl,1,3,3,3,3
sciver_test_612,QLq,1,3,3,3,3
sciver_test_612,VO,1,1,1,1,1
sciver_test_613,AS,1,2,2,2,2
sciver_test_613,AT,1,3,3,3,3
sciver_test_613,MCr,1,2,2,2,2
sciver_test_613,QLl,1,1,1,1,1
sciver_test_613,QLq,1,2,2,2,2
sciver_test_613,VO,1,1,1,1,1
sciver_test_615,AS,1,2,2,2,2
sciver_test_615,AT,1,3,3,3,3
sciver_test_615,MCr,1,2,2,2,2
sciver_test_615,QLl,1,1,1,1,1
sciver_test_615,QLq,1,1,1,1,1
sciver_test_615,VO,1,1,1,1,1
sciver_test_617,AS,1,3,3,3,3
sciver_test_617,AT,1,4,4,4,4
sciver_test_617,MCr,1,2,2,2,2
sciver_test_617,QLl,1,1,1,1,1
sciver_test_617,QLq,1,2,2,2,2
sciver_test_617,VO,1,1,1,1,1
sciver_test_618,AS,1,3,3,3,3
sciver_test_618,AT,1,3,3,3,3
sciver_test_618,MCr,1,3,3,3,3
sciver_test_618,QLl,1,2,2,2,2
sciver_test_618,QLq,1,2,2,2,2
sciver_test_618,VO,1,2,2,2,2
sciver_test_62,AS,1,3,3,3,3
sciver_test_62,AT,1,4,4,4,4
sciver_test_62,MCr,1,3,3,3,3
sciver_test_62,QLl,1,3,3,3,3
sciver_test_62,QLq,1,0,0,0,0
sciver_test_62,VO,1,2,2,2,2
sciver_test_622,AS,1,3,3,3,3
sciver_test_622,AT,1,3,3,3,3
sciver_test_622,MCr,1,2,2,2,2
sciver_test_622,QLl,1,2,2,2,2
sciver_test_622,QLq,1,2,2,2,2
sciver_test_622,VO,1,2,2,2,2
sciver_test_623,AS,1,2,2,2,2
sciver_test_623,AT,1,3,3,3,3
sciver_test_623,MCr,1,2,2,2,2
sciver_test_623,QLl,1,1,1,1,1
sciver_test_623,QLq,1,2,2,2,2
sciver_test_623,VO,1,1,1,1,1
sciver_test_625,AS,1,3,3,3,3
sciver_test_625,AT,1,3,3,3,3
sciver_test_625,MCr,1,1,1,1,1
sciver_test_625,QLl,1,3,3,3,3
sciver_test_625,QLq,1,3,3,3,3
sciver_test_625,VO,1,2,2,2,2
sciver_test_626,AS,1,3,3,3,3
sciver_test_626,AT,1,4,4,4,4
sciver_test_626,MCr,1,2,2,2,2
sciver_test_626,QLl,1,1,1,1,1
sciver_test_626,QLq,1,2,2,2,2
sciver_test_626,VO,1,1,1,1,1
sciver_test_627,AS,1,3,3,3,3
sciver_test_627,AT,1,3,3,3,3
sciver_test_627,MCr,1,3,3,3,3
sciver_test_627,QLl,1,2,2,2,2
sciver_test_627,QLq,1,2,2,2,2
sciver_test_627,VO,1,2,2,2,2
sciver_test_629,AS,1,3,3,3,3
sciver_test_629,AT,1,3,3,3,3
sciver_test_629,MCr,1,3,3,3,3
sciver_test_629,QLl,1,1,1,1,1
sciver_test_629,QLq,1,2,2,2,2
sciver_test_629,VO,1,2,2,2,2
sciver_test_631,AS,1,3,3,3,3
sciver_test_631,AT,1,3,3,3,3
sciver_test_631,MCr,1,3,3,3,3
sciver_test_631,QLl,1,1,1,1,1
sciver_test_631,QLq,1,2,2,2,2
sciver_test_631,VO,1,2,2,2,2
sciver_test_632,AS,1,3,3,3,3
sciver_test_632,AT,1,3,3,3,3
sciver_test_632,MCr,1,3,3,3,3
sciver_test_632,QLl,1,2,2,2,2
sciver_test_632,QLq,1,2,2,2,2
sciver_test_632,VO,1,1,1,1,1
sciver_test_633,AS,1,2,2,2,2
sciver_test_633,AT,1,3,3,3,3
sciver_test_633,MCr,1,2,2,2,2
sciver_test_633,QLl,1,1,1,1,1
sciver_test_633,QLq,1,2,2,2,2
sciver_test_633,VO,1,2,2,2,2
sciver_test_634,AS,1,3,3,3,3
sciver_test_634,AT,1,4,4,4,4
sciver_test_634,MCr,1,2,2,2,2
sciver_test_634,QLl,1,1,1,1,1
sciver_test_634,QLq,1,3,3,3,3
sciver_test_634,VO,1,2,2,2,2
sciver_test_639,AS,1,2,2,2,2
sciver_test_639,AT,1,3,3,3,3
sciver_test_639,MCr,1,2,2,2,2
sciver_test_639,QLl,1,1,1,1,1
sciver_test_639,QLq,1,2,2,2,2
sciver_test_639,VO,1,1,1,1,1
sciver_test_640,AS,1,2,2,2,2
sciver_test_640,AT,1,3,3,3,3
sciver_test_640,MCr,1,1,1,1,1
sciver_test_640,QLl,1,1,1,1,1
sciver_test_640,QLq,1,2,2,2,2
sciver_test_640,VO,1,1,1,1,1
sciver_test_641,AS,1,2,2,2,2
sciver_test_641,AT,1,3,3,3,3
sciver_test_641,MCr,1,3,3,3,3
sciver_test_641,QLl,1,2,2,2,2
sciver_test_641,QLq,1,2,2,2,2
sciver_test_641,VO,1,1,1,1,1
sciver_test_644,AS,1,3,3,3,3
sciver_test_644,AT,1,3,3,3,3
sciver_test_644,MCr,1,1,1,1,1
sciver_test_644,QLl,1,2,2,2,2
